Keyword,Subjects,Location,Volume,KD,Current position,Position change,Previous URL,Current URL,top_3,top_10,everything_else,serp_position,dropped,increased,stable,position_shifts
spanish lessons toronto,category 9,toronto,250,5,9,3,https://www.superprof.ca/lessons/spanish/toronto/,https://www.superprof.ca/lessons/spanish/toronto/,0,1,0,Top 10,0,1,0,increased
piano lessons winnipeg,category 10,winnipeg,250,1,8,-2,https://www.superprof.ca/lessons/piano/winnipeg/,https://www.superprof.ca/lessons/piano/winnipeg/,0,1,0,Top 10,1,0,0,decreased
physics and maths tutor,Other,canada,250,7,7,New,,https://www.superprof.ca/lessons/physics/canada/,0,1,0,Top 10,0,1,0,
sewing classes montreal,Other,montreal,250,0,6,-1,https://www.superprof.ca/lessons/sewing/montreal/,https://www.superprof.ca/lessons/sewing/montreal/,0,1,0,Top 10,1,0,0,decreased
piano lessons vancouver,category 10,vancouver,250,2,5,,https://www.superprof.ca/lessons/piano/vancouver/,https://www.superprof.ca/lessons/piano/vancouver/,0,1,0,Top 10,0,0,1,stable
basketball classes near me,Other,montreal,250,4,5,20,https://www.superprof.ca/lessons/basketball/brampton/,https://www.superprof.ca/lessons/basketball/montreal/,0,1,0,Top 10,0,1,0,increased
japanese teacher,Other,montreal,250,16,3,1,https://www.superprof.ca/lessons/japanese/canada/,https://www.superprof.ca/lessons/japanese/montreal/,1,0,0,Top 3,0,1,0,increased
vocal lessons near me,category 6,canada,250,12,3,-2,https://www.superprof.ca/lessons/singing/montreal/,https://www.superprof.ca/lessons/singing/canada/,1,0,0,Top 3,1,0,0,decreased
tutor near me,category 4,toronto,250,17,2,-1,https://www.superprof.ca/lessons/all-tutors/prince-albert/,https://www.superprof.ca/lessons/all-tutors/toronto/,1,0,0,Top 3,1,0,0,decreased
tutoring edmonton,category 4,edmonton,250,2,2,1,https://www.superprof.ca/lessons/all-tutors/edmonton/,https://www.superprof.ca/lessons/all-tutors/edmonton/,1,0,0,Top 3,0,1,0,increased
tutoring services,category 4,fergus,250,45,,Lost,https://www.superprof.ca/lessons/all-tutors/fergus/,,1,0,0,Top 3,0,1,0,
bharatanatyam classes near me,Other,montreal,250,0,,Lost,https://www.superprof.ca/lessons/indian-dance/montreal/,,1,0,0,Top 3,0,1,0,
asl classes,Other,online,250,28,,Lost,https://www.superprof.ca/lessons/american-sign-language/online/,,1,0,0,Top 3,0,1,0,
cooking classes victoria bc,Other,canada,250,8,,Lost,https://www.superprof.ca/lessons/indian-cooking/canada/,,1,0,0,Top 3,0,1,0,
sushi making class toronto,Other,canada,250,0,,Lost,https://www.superprof.ca/lessons/sushi/canada/,,1,0,0,Top 3,0,1,0,
step class,Other,canada,200,6,99,New,,https://www.superprof.ca/lessons/step/canada/,0,0,1,Everything else,0,1,0,
swimming classes for kids near me,category 5,canada,200,2,98,New,,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,0,1,0,
swim lessons near me,category 5,canada,200,4,84,New,,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,0,1,0,
free guitar lessons,category 7,canada,200,75,77,New,,https://www.superprof.ca/lessons/guitar/canada/,0,0,1,Everything else,0,1,0,
acting class,Other,canada,200,3,71,-30,https://www.superprof.ca/lessons/acting/markham/,https://www.superprof.ca/lessons/acting/canada/,0,0,1,Everything else,1,0,0,decreased
dance classes ottawa,Other,ottawa,200,21,64,-23,https://www.superprof.ca/lessons/dance/ottawa/,https://www.superprof.ca/lessons/dance/ottawa/,0,0,1,Everything else,1,0,0,decreased
online french classes,category 2,online,200,15,62,-32,https://www.superprof.ca/lessons/french/online/,https://www.superprof.ca/lessons/french/online/,0,0,1,Everything else,1,0,0,decreased
dance lessons,Other,canada,200,45,60,-51,https://www.superprof.ca/lessons/dance/canada/,https://www.superprof.ca/lessons/dance/canada/,0,0,1,Everything else,1,0,0,decreased
yoga classes calgary,category 8,calgary,200,31,59,-16,https://www.superprof.ca/lessons/yoga/calgary/,https://www.superprof.ca/lessons/yoga/calgary/,0,0,1,Everything else,1,0,0,decreased
free french classes toronto,category 2,toronto,200,3,55,New,,https://www.superprof.ca/lessons/french/toronto/,0,0,1,Everything else,0,1,0,
cake decorating classes toronto,Other,toronto,200,3,48,-32,https://www.superprof.ca/lessons/cake-decoration/toronto/,https://www.superprof.ca/lessons/cake-decoration/toronto/,0,0,1,Everything else,1,0,0,decreased
horseback riding lessons near me,Other,canada,200,2,47,-17,https://www.superprof.ca/lessons/horseback-riding/canada/,https://www.superprof.ca/lessons/horseback-riding/canada/,0,0,1,Everything else,1,0,0,decreased
cooking class toronto,Other,toronto,200,27,47,-1,https://www.superprof.ca/lessons/cooking/toronto/,https://www.superprof.ca/lessons/cooking/toronto/,0,0,1,Everything else,1,0,0,decreased
typing class,Other,canada,200,87,45,-3,https://www.superprof.ca/lessons/typing/canada/,https://www.superprof.ca/lessons/typing/canada/,0,0,1,Everything else,1,0,0,decreased
self defense classes,Other,canada,200,0,43,-28,https://www.superprof.ca/lessons/self-defense/canada/,https://www.superprof.ca/lessons/self-defense/canada/,0,0,1,Everything else,1,0,0,decreased
cooking class vancouver,Other,vancouver,200,9,40,-2,https://www.superprof.ca/lessons/cooking/vancouver/,https://www.superprof.ca/lessons/cooking/vancouver/,0,0,1,Everything else,1,0,0,decreased
bachata classes toronto,Other,toronto,200,0,40,-2,https://www.superprof.ca/lessons/bachata/toronto/,https://www.superprof.ca/lessons/bachata/toronto/,0,0,1,Everything else,1,0,0,decreased
math class,category 1,online,200,73,39,New,,https://www.superprof.ca/lessons/mathematics/online/,0,0,1,Everything else,0,1,0,
swimming lessons toronto for adults,category 5,toronto,200,0,37,4,https://www.superprof.ca/lessons/swimming/toronto/,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,increased
harmonica lessons,Other,canada,200,14,35,-1,https://www.superprof.ca/lessons/harmonica/canada/,https://www.superprof.ca/lessons/harmonica/canada/,0,0,1,Everything else,1,0,0,decreased
acting classes vancouver,Other,vancouver,200,22,35,3,https://www.superprof.ca/lessons/acting/vancouver/,https://www.superprof.ca/lessons/acting/vancouver/,0,0,1,Everything else,0,1,0,increased
english speaking classes near me,Other,dollard-des-ormeaux,200,0,35,-9,https://www.superprof.ca/lessons/oral-expression-english/toronto/,https://www.superprof.ca/lessons/oral-expression-english/dollard-des-ormeaux/,0,0,1,Everything else,1,0,0,decreased
swim lessons toronto,category 5,toronto,200,20,33,5,https://www.superprof.ca/lessons/swimming/toronto/,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,increased
online english teacher,category 3,canada,200,65,32,New,,https://www.superprof.ca/lessons/academic-english/canada/,0,0,1,Everything else,0,1,0,
cooking class near me,Other,toronto,200,6,32,7,https://www.superprof.ca/lessons/cooking/montreal/,https://www.superprof.ca/lessons/cooking/toronto/,0,0,1,Everything else,0,1,0,increased
beginner guitar lessons,Other,canada,200,46,29,New,,https://www.superprof.ca/lessons/electric-guitar/canada/beginner/,0,0,1,Everything else,0,1,0,
kathak classes near me,Other,canada,200,5,29,6,https://www.superprof.ca/lessons/dance/toronto/,https://www.superprof.ca/lessons/dance/canada/,0,0,1,Everything else,0,1,0,increased
baking classes calgary,Other,calgary,200,12,29,-2,https://www.superprof.ca/lessons/cooking/calgary/,https://www.superprof.ca/lessons/cooking/calgary/,0,0,1,Everything else,1,0,0,decreased
coding classes near me,Other,brampton,200,0,29,-19,https://www.superprof.ca/lessons/coding/canada/,https://www.superprof.ca/lessons/computer-programming/brampton/,0,0,1,Everything else,1,0,0,decreased
boxing lessons,Other,toronto,200,13,27,-11,https://www.superprof.ca/lessons/boxing/vancouver/,https://www.superprof.ca/lessons/boxing/toronto/,0,0,1,Everything else,1,0,0,decreased
sewing lessons near me,Other,canada,200,0,27,-26,https://www.superprof.ca/lessons/sewing/canada/,https://www.superprof.ca/lessons/sewing/canada/,0,0,1,Everything else,1,0,0,decreased
online spanish classes,category 9,canada,200,28,27,1,https://www.superprof.ca/lessons/spanish/canada/,https://www.superprof.ca/lessons/spanish/canada/,0,0,1,Everything else,0,1,0,increased
spanish class,category 9,toronto,200,2,27,New,,https://www.superprof.ca/lessons/spanish/toronto/,0,0,1,Everything else,0,1,0,
math teacher,category 1,canada,200,0,26,New,,https://www.superprof.ca/lessons/mathematics/canada/,0,0,1,Everything else,0,1,0,
richmond hill swimming lessons,category 5,richmond-hill,200,3,24,New,,https://www.superprof.ca/lessons/swimming/richmond-hill/,0,0,1,Everything else,0,1,0,
baking classes toronto,Other,toronto,200,5,24,10,https://www.superprof.ca/lessons/baking/toronto/,https://www.superprof.ca/lessons/baking/toronto/,0,0,1,Everything else,0,1,0,increased
piano lessons online,category 10,canada,200,56,23,-4,https://www.superprof.ca/lessons/piano/online/,https://www.superprof.ca/lessons/piano/canada/,0,0,1,Everything else,1,0,0,decreased
private skating lessons,Other,canada,200,0,22,-9,https://www.superprof.ca/lessons/ice-skating/canada/,https://www.superprof.ca/lessons/ice-skating/canada/,0,0,1,Everything else,1,0,0,decreased
ottawa tutoring,category 1,ottawa,200,3,21,-17,https://www.superprof.ca/lessons/all-tutors/ottawa/,https://www.superprof.ca/lessons/mathematics/ottawa/,0,0,1,Everything else,1,0,0,decreased
painting classes calgary,Other,calgary,200,2,20,16,https://www.superprof.ca/lessons/painting/calgary/,https://www.superprof.ca/lessons/oil-painting/calgary/,0,0,1,Everything else,0,1,0,increased
boxing classes vancouver,Other,vancouver,200,27,20,-2,https://www.superprof.ca/lessons/boxing/vancouver/,https://www.superprof.ca/lessons/boxing/vancouver/,0,0,1,Everything else,1,0,0,decreased
french classes winnipeg,category 2,winnipeg,200,1,17,-6,https://www.superprof.ca/lessons/french/winnipeg/,https://www.superprof.ca/lessons/french/winnipeg/,0,0,1,Everything else,1,0,0,decreased
makeup classes near me,Other,canada,200,0,17,-6,https://www.superprof.ca/lessons/make-up/canada/,https://www.superprof.ca/lessons/make-up/canada/,0,0,1,Everything else,1,0,0,decreased
french classes calgary,category 2,calgary,200,0,15,-6,https://www.superprof.ca/lessons/french/calgary/,https://www.superprof.ca/lessons/french/calgary/,0,0,1,Everything else,1,0,0,decreased
french lessons ottawa,category 2,ottawa,200,0,14,-2,https://www.superprof.ca/lessons/french/ottawa/,https://www.superprof.ca/lessons/french/ottawa/,0,0,1,Everything else,1,0,0,decreased
french lessons toronto,category 2,toronto,200,2,14,-1,https://www.superprof.ca/lessons/french/toronto/,https://www.superprof.ca/lessons/french/toronto/,0,0,1,Everything else,1,0,0,decreased
yoga classes brampton,category 8,brampton,200,2,11,7,https://www.superprof.ca/lessons/yoga/brampton/,https://www.superprof.ca/lessons/yoga/brampton/,0,0,1,Everything else,0,1,0,increased
tennis lessons vancouver,Other,vancouver,200,4,8,4,https://www.superprof.ca/lessons/tennis/vancouver/,https://www.superprof.ca/lessons/tennis/vancouver/,0,1,0,Top 10,0,1,0,increased
tennis lessons calgary,Other,calgary,200,0,8,,https://www.superprof.ca/lessons/tennis/calgary/,https://www.superprof.ca/lessons/tennis/calgary/,0,1,0,Top 10,0,0,1,stable
spanish classes calgary,category 9,calgary,200,0,8,-1,https://www.superprof.ca/lessons/spanish/calgary/,https://www.superprof.ca/lessons/spanish/calgary/,0,1,0,Top 10,1,0,0,decreased
pythontutor,Other,winnipeg,200,81,7,-4,https://www.superprof.ca/lessons/python/canada/,https://www.superprof.ca/lessons/python/winnipeg/,0,1,0,Top 10,1,0,0,decreased
piano lessons mississauga,category 10,mississauga,200,0,7,-1,https://www.superprof.ca/lessons/piano/mississauga/,https://www.superprof.ca/lessons/piano/mississauga/,0,1,0,Top 10,1,0,0,decreased
singing lessons vancouver,category 6,vancouver,200,3,6,-3,https://www.superprof.ca/lessons/singing/vancouver/,https://www.superprof.ca/lessons/singing/vancouver/,0,1,0,Top 10,1,0,0,decreased
ice skating lessons near me,Other,canada,200,6,6,13,https://www.superprof.ca/lessons/ice-skating/canada/,https://www.superprof.ca/lessons/ice-skating/canada/,0,1,0,Top 10,0,1,0,increased
vocal lessons,category 6,toronto,200,12,6,-2,https://www.superprof.ca/lessons/singing/toronto/,https://www.superprof.ca/lessons/singing/toronto/,0,1,0,Top 10,1,0,0,decreased
piano lessons toronto,category 10,toronto,200,6,6,-1,https://www.superprof.ca/lessons/piano/toronto/,https://www.superprof.ca/lessons/piano/toronto/,0,1,0,Top 10,1,0,0,decreased
drum lessons toronto,Other,toronto,200,2,6,4,https://www.superprof.ca/lessons/drum/toronto/,https://www.superprof.ca/lessons/drum/toronto/,0,1,0,Top 10,0,1,0,increased
french lessons near me,category 2,montreal,200,0,5,-2,https://www.superprof.ca/lessons/french/pickering/,https://www.superprof.ca/lessons/french/montreal/,0,1,0,Top 10,1,0,0,decreased
piano lessons montreal,category 10,montreal,200,0,5,,https://www.superprof.ca/lessons/piano/montreal/,https://www.superprof.ca/lessons/piano/montreal/,0,1,0,Top 10,0,0,1,stable
vancouver piano lessons,category 10,vancouver,200,2,5,,https://www.superprof.ca/lessons/piano/vancouver/,https://www.superprof.ca/lessons/piano/vancouver/,0,1,0,Top 10,0,0,1,stable
piano lessons ottawa,category 10,ottawa,200,0,5,-1,https://www.superprof.ca/lessons/piano/ottawa/,https://www.superprof.ca/lessons/piano/ottawa/,0,1,0,Top 10,1,0,0,decreased
tennis classes near me,Other,montreal,200,3,5,1,https://www.superprof.ca/lessons/tennis/canada/,https://www.superprof.ca/lessons/tennis/montreal/,0,1,0,Top 10,0,1,0,increased
tutoring calgary,category 4,calgary,200,11,4,3,https://www.superprof.ca/lessons/all-tutors/calgary/,https://www.superprof.ca/lessons/all-tutors/calgary/,0,1,0,Top 10,0,1,0,increased
piano lesson near me,category 10,canada,200,2,4,-2,https://www.superprof.ca/lessons/piano/surrey/,https://www.superprof.ca/lessons/piano/canada/,0,1,0,Top 10,1,0,0,decreased
private swimming lessons toronto,category 5,toronto,200,3,4,18,https://www.superprof.ca/lessons/swimming/toronto/,https://www.superprof.ca/lessons/swimming/toronto/,0,1,0,Top 10,0,1,0,increased
drawing classes near me,Other,canada,200,4,4,-2,https://www.superprof.ca/lessons/drawing/mississauga/,https://www.superprof.ca/lessons/drawing/canada/,0,1,0,Top 10,1,0,0,decreased
singing classes,category 6,winnipeg,200,0,4,-1,https://www.superprof.ca/lessons/singing/toronto/,https://www.superprof.ca/lessons/singing/winnipeg/,0,1,0,Top 10,1,0,0,decreased
french tutoring,category 2,canada,200,16,3,-1,https://www.superprof.ca/lessons/french/online/,https://www.superprof.ca/lessons/french/canada/,1,0,0,Top 3,1,0,0,decreased
math tutors,category 1,canada,200,26,3,-1,https://www.superprof.ca/lessons/mathematics/online/,https://www.superprof.ca/lessons/mathematics/canada/,1,0,0,Top 3,1,0,0,decreased
spanish lessons near me,category 9,canada,200,0,3,-2,https://www.superprof.ca/lessons/spanish/bradford-west-gwillimbury/,https://www.superprof.ca/lessons/spanish/canada/,1,0,0,Top 3,1,0,0,decreased
ukulele lessons near me,Other,canada,200,0,3,-1,https://www.superprof.ca/lessons/ukulele/canada/,https://www.superprof.ca/lessons/ukulele/canada/,1,0,0,Top 3,1,0,0,decreased
dance lessons near me,Other,canada,200,20,3,2,https://www.superprof.ca/lessons/dance/canada/,https://www.superprof.ca/lessons/dance/canada/,1,0,0,Top 3,0,1,0,increased
singing lessons montreal,category 6,montreal,200,1,3,1,https://www.superprof.ca/lessons/singing/montreal/,https://www.superprof.ca/lessons/singing/montreal/,1,0,0,Top 3,0,1,0,increased
dance class near me,Other,canada,200,14,3,8,https://www.superprof.ca/lessons/dance/canada/,https://www.superprof.ca/lessons/dance/canada/,1,0,0,Top 3,0,1,0,increased
tutoring brampton,category 4,brampton,200,3,2,1,https://www.superprof.ca/lessons/all-tutors/brampton/,https://www.superprof.ca/lessons/all-tutors/brampton/,1,0,0,Top 3,0,1,0,increased
math tutor edmonton,category 1,edmonton,200,1,2,-1,https://www.superprof.ca/lessons/mathematics/edmonton/,https://www.superprof.ca/lessons/mathematics/edmonton/,1,0,0,Top 3,1,0,0,decreased
tutoring vancouver,category 4,vancouver,200,3,2,1,https://www.superprof.ca/lessons/all-tutors/vancouver/,https://www.superprof.ca/lessons/all-tutors/vancouver/,1,0,0,Top 3,0,1,0,increased
c tutor,Other,canada,200,30,2,1,https://www.superprof.ca/lessons/c/canada/,https://www.superprof.ca/lessons/c/canada/,1,0,0,Top 3,0,1,0,increased
french tutor montreal,category 2,montreal,200,0,1,,https://www.superprof.ca/lessons/french/montreal/,https://www.superprof.ca/lessons/french/montreal/,1,0,0,Top 3,0,0,1,stable
private tutoring near me,category 4,toronto,200,2,1,,https://www.superprof.ca/lessons/all-tutors/yellowknife/,https://www.superprof.ca/lessons/all-tutors/toronto/,1,0,0,Top 3,0,0,1,stable
physics tutor,Other,canada,200,0,1,,https://www.superprof.ca/lessons/physics/canada/,https://www.superprof.ca/lessons/physics/canada/,1,0,0,Top 3,0,0,1,stable
accounting tutor,Other,canada,200,0,1,,https://www.superprof.ca/lessons/accounting/regina/,https://www.superprof.ca/lessons/accounting/canada/,1,0,0,Top 3,0,0,1,stable
